transaction_id_raw,payer_id,payer_id_type,payee_id_type,status_name,created_at,product_id,paid_total_value,paid_credit_card_value,paid_balance_value,received_cashback_value
39,67430,CONSUMER,USER,Erro,2020-11-19 05:39:51,8,688.0,667.5,"20,5",0
40,44332,CONSUMER,BIZ,Erro,2020-11-24 13:13:49,6,911.0,0.0,911,0
41,70079,CONSUMER,USER,Não Autorizado,2020-07-11 09:08:40,1,554.38,554.38,0,0
42,94454,CONSUMER,BIZ,Aprovado,2020-12-01 20:02:06,3,1982.0,0.0,1982,10
43,22463,CONSUMER,BIZ,Aprovado,2020-12-25 21:04:54,4,1818.0,1506.24,"311,76",0
44,86613,CONSUMER,BIZ,Não Autorizado,2020-10-09 09:30:36,2,2136.0,2136.0,0,0
45,44714,CONSUMER,USER,Aprovado,2020-09-18 11:40:06,7,2856.07,0.0,"2856,07",0
46,56740,CONSUMER,USER,Erro,2020-10-09 19:54:01,1,4523.34,3152.0,"1371,34",0
47,85621,CONSUMER,USER,Aprovado,2020-09-13 13:01:42,7,4321.11,2715.27,"1605,84",0
48,99988,CONSUMER,BIZ,Não Autorizado,2020-10-06 00:02:06,2,630.0,257.77,"372,23",0
49,94997,CONSUMER,USER,Aprovado,2020-11-17 06:22:23,8,4295.22,4077.99,"217,23",0
50,93771,CONSUMER,USER,Aprovado,2020-12-18 22:41:37,7,1971.11,1971.11,0,0
51,47702,CONSUMER,USER,Aprovado,2020-07-16 22:52:52,1,3428.85,3428.85,0,10
52,4683,CONSUMER,USER,Aprovado,2020-12-27 15:30:57,7,741.0,393.04,"347,96",0
53,3186,CONSUMER,USER,Não Autorizado,2020-12-22 09:23:59,8,960.0,0.0,960,0
54,93557,CONSUMER,USER,Erro,2020-10-16 20:06:11,8,1172.12,1172.12,0,10
55,38699,CONSUMER,USER,Aprovado,2020-12-09 17:03:37,1,923.5,0.0,"923,5",0
56,68865,CONSUMER,USER,Aprovado,2020-04-23 13:26:49,8,1838.99,1838.99,0,0
57,77718,CONSUMER,USER,Não Autorizado,2020-08-24 13:40:27,1,4656.97,2474.21,"2182,76",0
58,52703,CONSUMER,USER,Aprovado,2020-10-30 19:06:58,1,3227.18,3227.18,0,0
59,64910,CONSUMER,USER,Erro,2020-12-02 05:26:37,1,4673.77,4673.77,0,0
60,53746,CONSUMER,USER,Não Autorizado,2020-12-06 16:28:01,7,38.04,0.0,"38,04",0
61,12358,CONSUMER,USER,Aprovado,2020-09-23 21:36:26,8,4913.0,0.0,4913,10
62,52057,CONSUMER,USER,Aprovado,2020-09-08 04:38:43,8,2435.0,2435.0,0,0
63,84186,CONSUMER,USER,Aprovado,2020-09-12 18:37:01,7,4.75,0.0,"4,75",0
64,12184,CONSUMER,USER,Não Autorizado,2020-12-16 11:41:58,8,212.0,0.0,212,0
65,94305,CONSUMER,USER,Aprovado,2020-12-11 12:51:24,7,4042.0,3332.8,"709,2",0
66,99265,CONSUMER,BIZ,Erro,2020-09-25 09:07:15,3,603.0,0.0,603,0
67,95047,CONSUMER,BIZ,Erro,2020-09-11 03:01:30,2,4981.31,4981.31,0,0
68,33721,CONSUMER,USER,Erro,2020-10-22 16:46:15,7,3380.0,0.0,3380,0
69,14420,CONSUMER,USER,Aprovado,2020-04-29 21:58:09,8,3309.66,1689.37,"1620,29",0
70,5518,CONSUMER,BIZ,Aprovado,2020-10-04 01:07:26,10,1864.0,1864.0,0,0
71,95493,CONSUMER,BIZ,Não Autorizado,2020-06-26 10:56:03,6,1264.94,112.43,"1152,51",10
72,95117,CONSUMER,USER,Erro,2020-04-02 11:43:37,1,3128.69,3128.69,0,0
73,29226,CONSUMER,BIZ,Erro,2020-12-06 23:39:02,6,4347.65,2343.08,"2004,57",0
74,30972,CONSUMER,USER,Aprovado,2020-02-25 03:51:04,1,395.0,79.99,"315,01",0
75,27775,CONSUMER,BIZ,Aprovado,2020-12-03 10:00:08,2,965.0,965.0,0,0
76,5529,CONSUMER,USER,Aprovado,2020-07-07 19:19:40,1,4142.0,0.0,4142,0
77,21081,CONSUMER,USER,Aprovado,2020-07-19 00:02:30,1,516.0,0.0,516,10
78,340,CONSUMER,USER,Aprovado,2020-08-11 22:03:18,1,3973.0,0.0,3973,10
79,50609,CONSUMER,BIZ,Aprovado,2020-11-18 13:24:07,2,942.05,0.0,"942,05",10
80,87548,CONSUMER,USER,Não Autorizado,2020-10-07 15:32:09,8,1513.51,1513.51,0,0
81,21302,CONSUMER,USER,Aprovado,2020-06-10 22:05:05,1,4267.0,2489.41,"1777,59",0
82,36089,CONSUMER,USER,Não Autorizado,2020-08-20 03:28:29,7,487.0,121.28,"365,72",0
83,41376,CONSUMER,USER,Erro,2020-11-29 09:15:45,1,884.0,884.0,0,0
84,62587,CONSUMER,BIZ,Aprovado,2020-12-21 07:55:33,2,4361.44,4361.44,0,0
85,82539,CONSUMER,BIZ,Erro,2020-10-15 07:22:45,4,4153.46,0.0,"4153,46",10
86,22784,CONSUMER,BIZ,Aprovado,2020-11-06 05:51:55,6,3184.55,3184.55,0,0
87,42115,CONSUMER,USER,Aprovado,2020-06-07 19:06:47,7,4925.0,2149.3,"2775,7",0
88,94229,CONSUMER,USER,Erro,2020-09-06 13:37:21,8,2350.91,2350.91,0,0
89,82588,CONSUMER,USER,Aprovado,2020-10-20 17:24:48,1,4039.0,4039.0,0,0
90,31697,CONSUMER,USER,Aprovado,2020-07-29 14:40:38,7,735.91,421.39,"314,52",0
91,44095,CONSUMER,BIZ,Não Autorizado,2020-12-18 17:21:27,2,238.51,0.0,"238,51",0
92,84922,CONSUMER,USER,Não Autorizado,2020-12-20 18:42:42,1,4226.0,0.0,4226,0
93,90686,CONSUMER,BIZ,Aprovado,2020-12-29 16:16:44,9,1055.0,0.0,1055,0
94,96873,CONSUMER,USER,Erro,2020-12-08 23:55:11,1,676.0,0.0,676,0
95,97360,CONSUMER,USER,Não Autorizado,2020-04-18 02:03:09,1,2497.0,0.0,2497,0
96,33576,CONSUMER,USER,Aprovado,2020-12-09 02:57:31,1,2641.0,0.0,2641,0
97,63277,CONSUMER,USER,Aprovado,2020-08-20 23:27:07,1,2888.0,0.0,2888,0
98,39132,CONSUMER,USER,Aprovado,2020-12-31 02:35:24,8,1275.52,519.51,"756,01",0
99,70377,CONSUMER,USER,Aprovado,2020-07-31 13:48:29,8,1538.0,0.0,1538,0
100,49206,CONSUMER,USER,Não Autorizado,2020-09-29 12:54:08,1,3005.0,0.0,3005,0
101,25820,CONSUMER,USER,Aprovado,2020-12-14 05:27:04,7,3264.0,3264.0,0,0
102,46703,CONSUMER,USER,Aprovado,2020-05-25 15:44:45,8,4881.06,4881.06,0,0
103,46401,CONSUMER,BIZ,Aprovado,2020-12-09 07:19:39,3,3781.0,0.0,3781,0
104,78371,CONSUMER,USER,Aprovado,2020-11-07 02:50:05,1,1449.92,85.61,"1364,31",0
105,65127,CONSUMER,USER,Não Autorizado,2020-06-17 18:13:52,7,3039.0,0.0,3039,0
106,43697,CONSUMER,USER,Erro,2020-12-06 14:42:47,7,1374.03,0.0,"1374,03",10
107,61093,CONSUMER,BIZ,Erro,2020-11-05 08:28:12,6,4815.86,0.0,"4815,86",0
108,70271,CONSUMER,USER,Aprovado,2020-06-07 14:45:35,7,1249.79,0.0,"1249,79",0
109,24862,CONSUMER,USER,Aprovado,2020-06-24 21:05:06,1,4654.0,0.0,4654,10
110,99803,CONSUMER,BIZ,Erro,2020-08-26 12:09:49,2,316.0,0.0,316,0
111,53935,CONSUMER,BIZ,Erro,2020-11-21 15:39:22,6,2898.0,337.64,"2560,36",0
112,68052,CONSUMER,USER,Aprovado,2020-06-03 21:02:13,7,4998.0,4998.0,0,0
113,64693,CONSUMER,USER,Aprovado,2020-12-27 14:06:47,1,4955.35,0.0,"4955,35",10
114,1922,CONSUMER,BIZ,Aprovado,2020-11-02 13:01:00,9,584.01,0.0,"584,01",0
115,53494,CONSUMER,BIZ,Erro,2020-11-02 06:34:45,5,1325.01,533.66,"791,35",0
116,77757,CONSUMER,USER,Não Autorizado,2020-07-26 11:07:56,8,2829.0,0.0,2829,0
117,71504,CONSUMER,USER,Erro,2020-06-14 03:38:33,8,2124.0,0.0,2124,0
118,80536,CONSUMER,USER,Erro,2020-10-22 04:24:01,8,3259.0,365.69,"2893,31",0
119,84570,CONSUMER,BIZ,Não Autorizado,2020-08-21 20:53:42,5,4347.65,2808.49,"1539,16",0
120,9692,CONSUMER,BIZ,Erro,2020-04-22 22:58:53,6,1873.18,1873.18,0,0
121,9514,CONSUMER,BIZ,Aprovado,2020-11-06 14:44:57,3,2457.0,0.0,2457,10
122,73688,CONSUMER,USER,Erro,2020-12-27 08:10:40,1,2819.0,0.0,2819,0
123,92791,CONSUMER,USER,Aprovado,2020-12-08 07:52:08,1,2397.0,0.0,2397,0
124,68072,CONSUMER,BIZ,Erro,2020-06-21 05:47:54,9,3182.25,1770.63,"1411,62",0
125,66522,CONSUMER,USER,Aprovado,2020-03-05 15:27:06,1,1287.72,222.4,"1065,32",0
126,73974,CONSUMER,USER,Erro,2020-08-07 06:25:54,8,3656.0,1159.54,"2496,46",0
127,71723,CONSUMER,BIZ,Aprovado,2020-11-16 06:32:55,2,4764.0,0.0,4764,0
128,36766,CONSUMER,USER,Aprovado,2020-08-22 12:19:25,7,1319.0,329.14,"989,86",0
129,70261,CONSUMER,BIZ,Aprovado,2020-11-30 00:28:04,2,3340.0,646.56,"2693,44",0
130,90737,CONSUMER,USER,Aprovado,2020-11-04 01:29:09,7,1517.74,1241.78,"275,96",0
131,12775,CONSUMER,USER,Erro,2020-05-19 01:34:58,8,4184.0,0.0,4184,0
132,7655,CONSUMER,BIZ,Não Autorizado,2020-12-12 18:36:07,5,4778.16,4778.16,0,0
133,15714,CONSUMER,BIZ,Aprovado,2020-12-15 09:36:21,9,1667.43,180.8,"1486,63",0
134,6320,CONSUMER,USER,Aprovado,2020-08-01 23:33:00,1,3012.0,0.0,3012,0
135,44099,CONSUMER,USER,Aprovado,2020-10-22 05:51:59,1,2611.68,597.96,"2013,72",0
136,30094,CONSUMER,USER,Aprovado,2020-05-27 08:26:02,1,1853.0,1027.08,"825,92",0
137,91072,CONSUMER,BIZ,Aprovado,2020-06-09 07:36:58,2,3951.0,3951.0,0,0
138,67702,CONSUMER,USER,Aprovado,2020-07-22 02:41:23,1,2756.45,2064.84,"691,61",0
139,95679,CONSUMER,USER,Aprovado,2020-11-02 04:49:13,7,4261.26,4261.26,0,0
140,77056,CONSUMER,BIZ,Aprovado,2020-11-10 11:48:08,2,4919.22,4840.75,"78,47",0
141,48708,CONSUMER,USER,Não Autorizado,2020-03-06 12:30:50,1,2394.3,674.75,"1719,55",0
142,47658,CONSUMER,BIZ,Erro,2020-11-20 05:25:44,9,638.49,0.0,"638,49",10
143,91091,CONSUMER,BIZ,Aprovado,2020-07-06 21:27:58,5,4398.0,2753.14,"1644,86",0
144,6911,CONSUMER,USER,Aprovado,2020-06-12 22:58:51,1,4430.13,4430.13,0,0
145,90233,CONSUMER,USER,Aprovado,2020-12-28 11:39:46,1,4491.92,3303.23,"1188,69",0
146,25754,CONSUMER,BIZ,Aprovado,2020-12-08 14:25:42,2,3501.22,2153.99,"1347,23",0
147,81335,CONSUMER,USER,Aprovado,2020-10-24 15:11:53,8,92.77,92.77,0,0
148,13898,CONSUMER,USER,Aprovado,2020-06-23 06:50:21,1,2974.0,2653.24,"320,76",0
149,6384,CONSUMER,BIZ,Não Autorizado,2020-12-06 12:22:33,6,799.46,478.78,"320,68",0
150,58987,CONSUMER,USER,Aprovado,2020-11-30 05:09:03,8,2115.29,0.0,"2115,29",0
151,54558,CONSUMER,BIZ,Aprovado,2020-11-12 15:02:17,2,1604.0,1604.0,0,0
152,47169,CONSUMER,BIZ,Aprovado,2020-08-20 15:57:32,2,3221.76,3221.76,0,0
153,34221,CONSUMER,USER,Erro,2020-12-08 12:05:37,8,2047.0,2047.0,0,0
154,10231,CONSUMER,USER,Erro,2020-10-14 13:15:41,7,1834.0,0.0,1834,0
155,26702,CONSUMER,USER,Aprovado,2020-12-29 18:07:33,8,495.0,0.0,495,0
156,55857,CONSUMER,USER,Erro,2020-10-27 12:03:00,8,1214.24,1214.24,0,10
157,82451,CONSUMER,BIZ,Erro,2020-12-26 16:59:12,6,2475.72,0.0,"2475,72",0
158,83970,CONSUMER,BIZ,Aprovado,2020-12-12 03:19:08,6,1070.76,1070.76,0,0
159,72745,CONSUMER,USER,Não Autorizado,2020-06-24 01:37:57,1,3346.31,3346.31,0,0
160,21537,CONSUMER,USER,Aprovado,2020-09-03 09:49:55,7,1886.06,0.0,"1886,06",0
161,55508,CONSUMER,BIZ,Aprovado,2020-12-14 01:21:53,9,1945.0,0.0,1945,10
162,459,CONSUMER,BIZ,Erro,2020-11-06 11:35:23,9,3810.13,675.37,"3134,76",0
163,69564,CONSUMER,USER,Aprovado,2020-12-18 01:19:55,1,2101.79,0.0,"2101,79",0
164,37180,CONSUMER,USER,Aprovado,2020-09-21 21:20:21,1,1632.0,0.0,1632,0
165,77104,CONSUMER,BIZ,Erro,2020-10-07 04:19:43,3,2671.0,0.0,2671,0
166,34841,CONSUMER,BIZ,Aprovado,2020-09-10 11:24:15,3,4768.35,0.0,"4768,35",0
167,52682,CONSUMER,USER,Aprovado,2020-12-12 00:12:26,7,3857.18,0.0,"3857,18",0
168,64468,CONSUMER,USER,Aprovado,2020-12-13 00:11:27,1,2790.0,0.0,2790,0
169,76659,CONSUMER,USER,Aprovado,2020-11-17 08:22:22,1,1545.0,1545.0,0,0
170,60776,CONSUMER,USER,Aprovado,2020-11-05 23:22:45,1,508.38,508.38,0,0
171,40618,CONSUMER,BIZ,Aprovado,2020-04-20 03:55:50,9,2716.65,0.0,"2716,65",0
172,62040,CONSUMER,BIZ,Aprovado,2020-09-16 03:09:40,2,4871.58,1089.64,"3781,94",0
173,66959,CONSUMER,USER,Não Autorizado,2020-10-02 14:40:19,7,3803.0,0.0,3803,0
174,54255,CONSUMER,USER,Aprovado,2020-12-10 09:43:29,7,1641.98,1641.98,0,0
175,14072,CONSUMER,BIZ,Aprovado,2020-10-01 19:43:26,5,2810.85,0.0,"2810,85",0
176,72420,CONSUMER,BIZ,Aprovado,2020-11-16 08:54:23,6,4653.49,0.0,"4653,49",0
177,42708,CONSUMER,USER,Aprovado,2020-11-09 21:39:16,7,4760.09,1181.27,"3578,82",10
178,42356,CONSUMER,USER,Não Autorizado,2020-12-30 16:18:25,1,3579.0,3579.0,0,0
179,78544,CONSUMER,BIZ,Não Autorizado,2020-12-13 15:44:52,2,2629.04,1711.56,"917,48",0
180,98728,CONSUMER,BIZ,Erro,2020-12-20 21:25:21,4,2711.46,2711.46,0,0
181,12987,CONSUMER,USER,Erro,2020-12-30 03:32:52,1,160.0,35.43,"124,57",0
182,35401,CONSUMER,USER,Aprovado,2020-11-10 11:02:25,8,1304.0,1304.0,0,0
183,38022,CONSUMER,USER,Erro,2020-10-21 04:05:04,8,4809.62,4809.62,0,0
184,40917,CONSUMER,USER,Aprovado,2020-07-19 07:26:26,1,2539.0,54.17,"2484,83",0
185,51909,CONSUMER,USER,Erro,2020-09-20 18:57:01,1,4693.77,4433.67,"260,1",0
186,89170,CONSUMER,BIZ,Erro,2020-12-06 12:10:13,6,227.0,37.64,"189,36",10
187,43782,CONSUMER,BIZ,Não Autorizado,2020-12-28 08:08:18,4,3194.0,1785.6,"1408,4",0
188,40390,CONSUMER,USER,Aprovado,2020-12-14 01:51:12,8,3197.0,1068.58,"2128,42",0
189,88555,CONSUMER,USER,Aprovado,2020-06-18 02:01:25,8,3317.0,3317.0,0,10
190,37267,CONSUMER,USER,Aprovado,2020-07-31 15:00:17,1,779.47,409.33,"370,14",10
191,24664,CONSUMER,USER,Aprovado,2020-09-13 11:34:55,7,4061.84,374.32,"3687,52",0
192,80146,CONSUMER,BIZ,Erro,2020-11-26 21:09:11,9,4018.0,37.12,"3980,88",0
193,51427,CONSUMER,USER,Não Autorizado,2020-12-12 19:11:18,8,1342.18,1342.18,0,0
194,79533,CONSUMER,BIZ,Não Autorizado,2020-02-27 15:18:33,10,4766.13,4766.13,0,0
195,87135,CONSUMER,BIZ,Aprovado,2020-09-22 11:09:40,10,805.7,0.0,"805,7",0
196,68544,CONSUMER,USER,Aprovado,2020-06-10 18:28:23,7,4897.32,2023.36,"2873,96",10
197,15746,CONSUMER,USER,Aprovado,2020-11-28 03:13:36,8,1295.75,1295.75,0,0
198,60756,CONSUMER,USER,Erro,2020-12-12 20:52:10,1,1582.0,1448.62,"133,38",0
199,68080,CONSUMER,USER,Aprovado,2020-11-21 03:18:54,1,43.0,9.6,"33,4",0
200,21266,CONSUMER,USER,Erro,2020-06-11 20:45:07,8,2836.95,2836.95,0,0
201,44521,CONSUMER,BIZ,Aprovado,2020-10-15 18:48:24,9,3410.7,3410.7,0,0
202,52362,CONSUMER,USER,Aprovado,2020-12-26 04:26:21,1,4424.63,4424.63,0,0
203,15769,CONSUMER,USER,Erro,2020-11-28 03:37:59,1,2387.0,2387.0,0,0
204,36422,CONSUMER,BIZ,Aprovado,2020-11-08 13:04:20,6,3772.41,0.0,"3772,41",0
205,94739,CONSUMER,USER,Aprovado,2020-10-04 01:36:11,1,83.88,0.0,"83,88",0
206,17462,CONSUMER,BIZ,Aprovado,2020-12-16 11:38:01,6,2627.29,2627.29,0,0
207,6805,CONSUMER,USER,Não Autorizado,2020-10-06 09:14:01,1,2616.0,0.0,2616,0
208,5150,CONSUMER,USER,Aprovado,2020-09-22 23:41:22,7,3149.0,3149.0,0,0
209,66037,CONSUMER,BIZ,Aprovado,2020-10-10 14:43:54,2,4175.37,0.0,"4175,37",0
210,99302,CONSUMER,USER,Aprovado,2020-09-28 16:21:54,1,242.6,42.77,"199,83",0
211,61867,CONSUMER,USER,Aprovado,2020-10-16 22:23:27,8,2895.58,0.0,"2895,58",0
212,16035,CONSUMER,USER,Aprovado,2020-11-25 07:27:09,8,1956.0,1956.0,0,0
213,71644,CONSUMER,USER,Não Autorizado,2020-12-09 09:58:16,1,4443.0,0.0,4443,0
214,54013,CONSUMER,USER,Aprovado,2020-12-27 17:44:33,1,2749.83,2749.83,0,10
215,61844,CONSUMER,BIZ,Aprovado,2020-08-07 03:41:20,6,3082.84,2451.61,"631,23",0
216,79190,CONSUMER,BIZ,Erro,2020-04-16 14:54:39,5,1569.77,339.12,"1230,65",0
217,76826,CONSUMER,BIZ,Aprovado,2020-12-03 22:30:11,5,3016.02,3016.02,0,0
218,24612,CONSUMER,BIZ,Erro,2020-07-29 11:04:07,6,2316.37,0.0,"2316,37",0
219,59203,CONSUMER,BIZ,Aprovado,2020-09-05 01:29:24,4,2753.0,0.0,2753,0
220,13437,CONSUMER,USER,Aprovado,2020-06-15 00:38:43,7,3090.37,1963.96,"1126,41",0
221,27695,CONSUMER,BIZ,Aprovado,2020-12-03 19:51:41,6,4624.0,4624.0,0,0
222,79330,CONSUMER,BIZ,Aprovado,2020-10-24 12:20:09,3,1192.04,1192.04,0,0
223,96472,CONSUMER,USER,Não Autorizado,2020-12-06 09:04:16,7,986.0,0.0,986,0
224,42710,CONSUMER,USER,Aprovado,2020-12-20 06:31:16,8,589.0,0.0,589,0
225,72224,CONSUMER,BIZ,Aprovado,2020-11-11 08:29:47,9,203.47,4.2,"199,27",0
226,56386,CONSUMER,USER,Aprovado,2020-12-28 20:08:40,7,4266.44,4266.44,0,0
227,12410,CONSUMER,USER,Aprovado,2020-05-19 00:53:07,8,2683.9,0.0,"2683,9",0
228,37030,CONSUMER,USER,Erro,2020-11-18 13:18:50,7,528.0,528.0,0,0
229,5254,CONSUMER,BIZ,Aprovado,2020-06-01 11:23:24,3,3809.87,1857.65,"1952,22",0
230,67605,CONSUMER,USER,Aprovado,2020-07-23 13:28:12,1,1791.0,746.56,"1044,44",0
231,14702,CONSUMER,USER,Aprovado,2020-06-28 20:20:58,8,204.0,204.0,0,0
232,45867,CONSUMER,USER,Não Autorizado,2020-08-18 04:12:09,1,614.53,538.26,"76,27",10
233,49013,CONSUMER,USER,Aprovado,2020-08-28 23:59:23,1,2083.74,2083.74,0,0
234,10184,CONSUMER,USER,Aprovado,2020-11-30 11:53:39,8,2166.96,0.0,"2166,96",0
235,71536,CONSUMER,USER,Aprovado,2020-12-29 12:16:29,8,2854.21,2548.29,"305,92",10
236,31186,CONSUMER,USER,Não Autorizado,2020-10-05 11:08:41,7,4256.71,0.0,"4256,71",0
237,59330,CONSUMER,BIZ,Não Autorizado,2020-12-08 08:02:39,3,4521.0,0.0,4521,0
238,20203,CONSUMER,BIZ,Erro,2020-07-28 01:17:39,10,4286.0,436.04,"3849,96",0
239,48121,CONSUMER,BIZ,Aprovado,2020-12-01 13:40:38,4,3294.8,2020.1,"1274,7",0
240,89382,CONSUMER,BIZ,Não Autorizado,2020-09-03 01:16:41,9,4790.12,799.9,"3990,22",0
241,68327,CONSUMER,BIZ,Aprovado,2020-11-18 05:02:35,3,4808.0,4808.0,0,0
242,59903,CONSUMER,USER,Aprovado,2020-04-23 14:54:33,1,4220.0,0.0,4220,0
243,3536,CONSUMER,USER,Aprovado,2020-07-27 08:13:30,7,246.24,105.05,"141,19",0
244,27582,CONSUMER,BIZ,Erro,2020-08-24 23:58:17,2,1429.0,1429.0,0,0
245,32371,CONSUMER,USER,Aprovado,2020-10-28 16:40:34,8,2141.0,2141.0,0,0
246,88421,CONSUMER,USER,Aprovado,2020-10-30 05:46:54,7,294.83,0.0,"294,83",0
247,92749,CONSUMER,USER,Não Autorizado,2020-06-12 23:27:43,8,308.25,104.86,"203,39",0
248,63859,CONSUMER,BIZ,Erro,2020-10-03 21:42:48,4,887.95,0.0,"887,95",0
249,18393,CONSUMER,USER,Erro,2020-05-06 21:49:41,1,1421.0,195.21,"1225,79",0
250,64880,CONSUMER,USER,Aprovado,2020-10-04 15:59:53,7,349.72,0.0,"349,72",10
251,74626,CONSUMER,BIZ,Aprovado,2020-02-29 19:38:46,9,2309.61,0.0,"2309,61",0
252,47437,CONSUMER,USER,Aprovado,2020-09-07 03:36:36,1,4382.0,4382.0,0,0
253,35263,CONSUMER,BIZ,Aprovado,2020-10-06 09:47:59,9,3633.0,0.0,3633,10
254,67910,CONSUMER,USER,Aprovado,2020-12-01 02:31:49,8,1452.0,0.0,1452,10
255,47144,CONSUMER,BIZ,Erro,2020-12-28 21:28:42,2,4577.73,0.0,"4577,73",0
256,63914,CONSUMER,USER,Aprovado,2020-12-16 11:17:38,1,4061.73,0.0,"4061,73",0
257,34641,CONSUMER,BIZ,Aprovado,2020-11-25 06:56:58,10,3833.0,1386.96,"2446,04",0
258,11100,CONSUMER,BIZ,Erro,2020-12-10 02:50:26,3,4747.69,1113.68,"3634,01",0
259,63764,CONSUMER,BIZ,Não Autorizado,2020-09-04 08:36:30,6,2872.44,0.0,"2872,44",0
260,74308,CONSUMER,USER,Erro,2020-10-26 07:05:42,7,711.99,0.0,"711,99",0
261,92174,CONSUMER,USER,Erro,2020-04-23 10:15:44,8,2538.79,0.0,"2538,79",0
262,68035,CONSUMER,USER,Aprovado,2020-07-15 07:26:49,8,4366.0,596.48,"3769,52",0
263,85746,CONSUMER,USER,Erro,2020-12-30 12:42:58,8,3563.34,3563.34,0,0
264,54682,CONSUMER,BIZ,Aprovado,2020-09-22 14:20:13,2,2881.0,2881.0,0,0
265,63839,CONSUMER,BIZ,Aprovado,2020-10-10 22:34:14,5,3777.0,0.0,3777,10
266,91307,CONSUMER,BIZ,Erro,2020-12-30 17:58:33,6,1944.41,1944.41,0,0
267,81027,CONSUMER,USER,Não Autorizado,2020-08-20 21:19:46,1,4827.0,0.0,4827,0
